"","Category","ID","Name","PValue","QValueFDRBH","QValueFDRBY","QValueBonferroni","TotalGenes","GenesInTerm","GenesInQuery","GenesInTermInQuery","Source","URL","Cluster","nlog10_fdr"
"24","GeneOntologyMolecularFunction","GO:0016801","hydrolase activity, acting on ether bonds",0.00960256738437143,0.048202353809038,0.26189047845353,1,19912,12,16,1," "," ","0",1.31693175385001
"25","GeneOntologyMolecularFunction","GO:0140996","histone H3 kinase activity",0.0103988668283029,0.048202353809038,0.26189047845353,1,19912,13,16,1," "," ","0",1.31693175385001
"26","GeneOntologyMolecularFunction","GO:0045295","gamma-catenin binding",0.0103988668283029,0.048202353809038,0.26189047845353,1,19912,13,16,1," "," ","0",1.31693175385001
"27","GeneOntologyMolecularFunction","GO:0008201","heparin binding",0.0106677015390456,0.048202353809038,0.26189047845353,1,19912,197,16,2," "," ","0",1.31693175385001
"28","GeneOntologyMolecularFunction","GO:0016493","C-C chemokine receptor activity",0.0111945660153935,0.048202353809038,0.26189047845353,1,19912,14,16,1," "," ","0",1.31693175385001
"29","GeneOntologyMolecularFunction","GO:0035612","AP-2 adaptor complex binding",0.0111945660153935,0.048202353809038,0.26189047845353,1,19912,14,16,1," "," ","0",1.31693175385001
"30","GeneOntologyMolecularFunction","GO:1901981","phosphatidylinositol phosphate binding",0.0112974266739933,0.048202353809038,0.26189047845353,1,19912,203,16,2," "," ","0",1.31693175385001
"31","GeneOntologyMolecularFunction","GO:0042577","lipid phosphatase activity",0.0119896653680432,0.0495057150680492,0.26897183188852,1,19912,15,16,1," "," ","0",1.30534466209176
"32","GeneOntologyBiologicalProcess","GO:0099171","presynaptic modulation of chemical synaptic transmission",1.77400192657687e-05,0.0253327475115177,0.198649169199155,0.0253327475115177,20649,67,16,3," "," ","0",1.59631770541743
"33","HumanPheno","HP:0010874","Tendon xanthomatosis",2.50510737481493e-05,0.0102244539413472,0.0689933070568231,0.0119744132516154,5011,15,3,2," "," ","0",1.99035987711938
"34","HumanPheno","HP:0000991","Xanthomatosis",0.000110703812231728,0.0102244539413472,0.0689933070568231,0.0529164222467661,5011,31,3,2," "," ","0",1.99035987711938
"35","HumanPheno","HP:0003141","Increased LDL cholesterol concentration",0.000125668803186116,0.0102244539413472,0.0689933070568231,0.0600696879229633,5011,33,3,2," "," ","0",1.99035987711938
"36","HumanPheno","HP:0010980","Hyperlipoproteinemia",0.000185473419749484,0.0102244539413472,0.0689933070568231,0.0886562946402536,5011,40,3,2," "," ","0",1.99035987711938
"37","HumanPheno","HP:0031886","Abnormal LDL cholesterol concentration",0.000235251117825261,0.0102244539413472,0.0689933070568231,0.112450034320475,5011,45,3,2," "," ","0",1.99035987711938
"38","HumanPheno","HP:0010979","Abnormality of lipoprotein cholesterol concentration",0.000365407342775938,0.0102244539413472,0.0689933070568231,0.174664709846899,5011,56,3,2," "," ","0",1.99035987711938
"39","HumanPheno","HP:0007943","Congenital stapes ankylosis",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"40","HumanPheno","HP:0100394","Short middle phalanx of the 5th toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"41","HumanPheno","HP:0009477","Proximal/middle symphalangism of 4th finger",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"42","HumanPheno","HP:0100471","Symphalangism affecting the middle phalanx of the 4th toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"43","HumanPheno","HP:0100474","Symphalangism affecting the proximal phalanx of the 4th toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"44","HumanPheno","HP:0100475","Symphalangism affecting the proximal phalanx of the 5th toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"45","HumanPheno","HP:0100472","Symphalangism affecting the middle phalanx of the 5th toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"46","HumanPheno","HP:0009308","Symphalangism of middle phalanx of 4th finger",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"47","HumanPheno","HP:0008460","Hypoplastic spinal processes",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"48","HumanPheno","HP:0009314","Symphalangism affecting the proximal phalanx of the 4th finger",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"49","HumanPheno","HP:0100374","Aplasia/Hypoplasia of the middle phalanx of the 5th toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"50","HumanPheno","HP:0004197","Symphalangism of the 4th finger",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"51","HumanPheno","HP:0100481","Proximal/middle symphalangism of 4th toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"52","HumanPheno","HP:0100482","Proximal/middle symphalangism of 5th toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"53","HumanPheno","HP:0100237","Proximal foot symphalangism",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"54","HumanPheno","HP:0006147","Progressive fusion 2nd-5th pip joints",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"55","HumanPheno","HP:0010389","Symphalangism affecting the phalanges of the 5th toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"56","HumanPheno","HP:0009284","Abnormality of the proximal phalanx of the 4th finger",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"57","HumanPheno","HP:0010390","Triangular shaped phalanges of the 5th toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"58","HumanPheno","HP:0010393","Abnormality of the middle phalanx of the 5th toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"59","HumanPheno","HP:0010366","Triangular shaped phalanges of the 3rd toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"60","HumanPheno","HP:0010377","Symphalangism affecting the phalanges of the 4th toe",0.000598921988196069,0.0102244539413472,0.0689933070568231,0.286284710357721,5011,1,3,1," "," ","0",1.99035987711938
"61","HumanPheno","HP:0009941","Asymmetry of the mouth",0.00119712684786737,0.0184589236542131,0.124558455142865,0.572226633280605,5011,2,3,1," "," ","0",1.73379362642301
"62","HumanPheno","HP:0005831","Type B brachydactyly",0.00119712684786737,0.0184589236542131,0.124558455142865,0.572226633280605,5011,2,3,1," "," ","0",1.73379362642301
"63","HumanPheno","HP:0010180","Triangular shaped phalanges of the toes",0.00119712684786737,0.0184589236542131,0.124558455142865,0.572226633280605,5011,2,3,1," "," ","0",1.73379362642301
"64","HumanPheno","HP:0008607","Progressive conductive hearing impairment",0.00179533175505689,0.0209309409491999,0.141239311574042,0.858168578917195,5011,3,3,1," "," ","0",1.67921124753997
"65","HumanPheno","HP:0005104","Hypoplastic nasal septum",0.00179533175505689,0.0209309409491999,0.141239311574042,0.858168578917195,5011,3,3,1," "," ","0",1.67921124753997
"66","HumanPheno","HP:0006077","Absent proximal finger flexion creases",0.00179533175505689,0.0209309409491999,0.141239311574042,0.858168578917195,5011,3,3,1," "," ","0",1.67921124753997
"67","HumanPheno","HP:0010336","Abnormality of the phalanges of the 4th toe",0.00179533175505689,0.0209309409491999,0.141239311574042,0.858168578917195,5011,3,3,1," "," ","0",1.67921124753997
"68","HumanPheno","HP:0100368","Short phalanx of the 5th toe",0.00179533175505689,0.0209309409491999,0.141239311574042,0.858168578917195,5011,3,3,1," "," ","0",1.67921124753997
"69","HumanPheno","HP:0100235","Synostosis involving bones of the toes",0.00179533175505689,0.0209309409491999,0.141239311574042,0.858168578917195,5011,3,3,1," "," ","0",1.67921124753997
"70","HumanPheno","HP:0010179","Symphalangism affecting the phalanges of the toes",0.00179533175505689,0.0209309409491999,0.141239311574042,0.858168578917195,5011,3,3,1," "," ","0",1.67921124753997
"71","HumanPheno","HP:0009283","Abnormality of the middle phalanx of the 4th finger",0.00179533175505689,0.0209309409491999,0.141239311574042,0.858168578917195,5011,3,3,1," "," ","0",1.67921124753997
"72","HumanPheno","HP:0009295","Short middle phalanx of the 4th finger",0.00179533175505689,0.0209309409491999,0.141239311574042,0.858168578917195,5011,3,3,1," "," ","0",1.67921124753997
"73","HumanPheno","HP:0009299","Aplasia/Hypoplasia of the middle phalanx of the 4th finger",0.00179533175505689,0.0209309409491999,0.141239311574042,0.858168578917195,5011,3,3,1," "," ","0",1.67921124753997
"74","HumanPheno","HP:0003107","Abnormal circulating cholesterol concentration",0.00231524291386319,0.0224313010454426,0.151363549544079,1,5011,141,3,2," "," ","0",1.64914553602605
"75","HumanPheno","HP:0005880","Metacarpophalangeal synostosis",0.00239329781028781,0.0224313010454426,0.151363549544079,1,5011,4,3,1," "," ","0",1.64914553602605
"76","HumanPheno","HP:0009857","Symphalangism affecting the proximal phalanges of the hand",0.00239329781028781,0.0224313010454426,0.151363549544079,1,5011,4,3,1," "," ","0",1.64914553602605
"77","HumanPheno","HP:0010330","Abnormality of the phalanges of the 3rd toe",0.00239329781028781,0.0224313010454426,0.151363549544079,1,5011,4,3,1," "," ","0",1.64914553602605
"78","HumanPheno","HP:0009232","Symphalangism affecting the proximal phalanx of the 5th finger",0.00239329781028781,0.0224313010454426,0.151363549544079,1,5011,4,3,1," "," ","0",1.64914553602605
"79","HumanPheno","HP:0009408","Aplasia/Hypoplasia of the phalanges of the 4th finger",0.00239329781028781,0.0224313010454426,0.151363549544079,1,5011,4,3,1," "," ","0",1.64914553602605
"80","HumanPheno","HP:0009280","Short 4th finger",0.00239329781028781,0.0224313010454426,0.151363549544079,1,5011,4,3,1," "," ","0",1.64914553602605
"81","HumanPheno","HP:0009172","Abnormal 4th finger phalanx morphology",0.00239329781028781,0.0224313010454426,0.151363549544079,1,5011,4,3,1," "," ","0",1.64914553602605
"82","HumanPheno","HP:0009177","Proximal/middle symphalangism of 5th finger",0.00239329781028781,0.0224313010454426,0.151363549544079,1,5011,4,3,1," "," ","0",1.64914553602605
"83","Domain","PF00640","PID",0.00022484325173092,0.0180839187933727,0.104397517795095,0.0404717853115655,18677,28,15,2,"Pfam","http://pfam.sanger.ac.uk/family/PF00640","0",1.74270745185171
"84","Domain","PS01179","PID",0.000294485394856531,0.0180839187933727,0.104397517795095,0.0530073710741756,18677,32,15,2,"PROSITE","http://www.expasy.org/cgi-bin/nicedoc.pl?PS01179","0",1.74270745185171
"85","Domain","SM00462","PTB",0.000461386535846651,0.0180839187933727,0.104397517795095,0.0830495764523971,18677,40,15,2,"SMART","http://smart.embl-heidelberg.de/smart/do_annotation.pl?BLAST=DUMMY&DOMAIN=PTB","0",1.74270745185171
"86","Domain","IPR006020","PTB/PI_dom",0.000484822439065385,0.0180839187933727,0.104397517795095,0.0872680390317692,18677,41,15,2,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR006020","0",1.74270745185171
"87","Domain","IPR001718","Chemokine_CCR7",0.000803729724149896,0.0180839187933727,0.104397517795095,0.144671350346981,18677,1,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR001718","0",1.74270745185171
"88","Domain","IPR027010","Tshz2",0.000803729724149896,0.0180839187933727,0.104397517795095,0.144671350346981,18677,1,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR027010","0",1.74270745185171
"89","Domain","IPR030529","Apba2",0.000803729724149896,0.0180839187933727,0.104397517795095,0.144671350346981,18677,1,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR030529","0",1.74270745185171
"90","Domain","IPR008717","Noggin",0.000803729724149896,0.0180839187933727,0.104397517795095,0.144671350346981,18677,1,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR008717","0",1.74270745185171
"91","Domain","IPR023198","PGP_dom2",0.00160565205755006,0.0222321054122316,0.128344782285046,0.28901737035901,18677,2,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR023198","0",1.65301940704384
"92","Domain","IPR011945","HAD-SF_ppase_IA/epoxid_hydro_N",0.00160565205755006,0.0222321054122316,0.128344782285046,0.28901737035901,18677,2,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR011945","0",1.65301940704384
"93","Domain","PF04750","Far-17a_AIG1",0.00160565205755006,0.0222321054122316,0.128344782285046,0.28901737035901,18677,2,15,1,"Pfam","http://pfam.sanger.ac.uk/family/PF04750","0",1.65301940704384
"94","Domain","IPR006838","Far-17a_AIG1",0.00160565205755006,0.0222321054122316,0.128344782285046,0.28901737035901,18677,2,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR006838","0",1.65301940704384
"95","Domain","1.10.150.240","-",0.00160565205755006,0.0222321054122316,0.128344782285046,0.28901737035901,18677,2,15,1,"Gene3D","http://www.cathdb.info/cgi-bin/GotoCath.pl?cath=1.10.150.240","0",1.65301940704384
"96","Domain","IPR014375","Protein_kinase_C_a/b/g",0.00240757481122546,0.0254633228581215,0.146998431677165,0.433363466020583,18677,3,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR014375","0",1.59408492335389
"97","Domain","IPR006289","TFSII",0.00240757481122546,0.0254633228581215,0.146998431677165,0.433363466020583,18677,3,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR006289","0",1.59408492335389
"98","Domain","IPR027008","Teashirt_fam",0.00240757481122546,0.0254633228581215,0.146998431677165,0.433363466020583,18677,3,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR027008","0",1.59408492335389
"99","Domain","IPR013558","CTNNB1-bd_N",0.00320889677580842,0.0254633228581215,0.146998431677165,0.577601419645516,18677,4,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR013558","0",1.59408492335389
"100","Domain","IPR024940","TCF/LEF",0.00320889677580842,0.0254633228581215,0.146998431677165,0.577601419645516,18677,4,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR024940","0",1.59408492335389
"101","Domain","PF08347","CTNNB1_binding",0.00320889677580842,0.0254633228581215,0.146998431677165,0.577601419645516,18677,4,15,1,"Pfam","http://pfam.sanger.ac.uk/family/PF08347","0",1.59408492335389
"102","Domain","IPR016492","TF_IIS-rel",0.00320889677580842,0.0254633228581215,0.146998431677165,0.577601419645516,18677,4,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR016492","0",1.59408492335389
"103","Domain","PF01230","HIT",0.00320889677580842,0.0254633228581215,0.146998431677165,0.577601419645516,18677,4,15,1,"Pfam","http://pfam.sanger.ac.uk/family/PF01230","0",1.59408492335389
"104","Domain","2.30.29.30","-",0.00343529899105873,0.0254633228581215,0.146998431677165,0.618353818390572,18677,391,15,3,"Gene3D","http://www.cathdb.info/cgi-bin/GotoCath.pl?cath=2.30.29.30","0",1.59408492335389
"105","Domain","PF13419","HAD_2",0.00400961794932219,0.0254633228581215,0.146998431677165,0.721731230877993,18677,5,15,1,"Pfam","http://pfam.sanger.ac.uk/family/PF13419","0",1.59408492335389
"106","Domain","IPR001310","Histidine_triad_HIT",0.00400961794932219,0.0254633228581215,0.146998431677165,0.721731230877993,18677,5,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR001310","0",1.59408492335389
"107","Domain","IPR019808","Histidine_triad_CS",0.00400961794932219,0.0254633228581215,0.146998431677165,0.721731230877993,18677,5,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR019808","0",1.59408492335389
"108","Domain","PS51084","HIT_2",0.00400961794932219,0.0254633228581215,0.146998431677165,0.721731230877993,18677,5,15,1,"PROSITE","http://www.expasy.org/cgi-bin/nicedoc.pl?PS51084","0",1.59408492335389
"109","Domain","IPR011993","PH_dom-like",0.0043710191537354,0.0254633228581215,0.146998431677165,0.786783447672372,18677,426,15,3,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR011993","0",1.59408492335389
"110","Domain","IPR001222","Znf_TFIIS",0.00480973876208962,0.0254633228581215,0.146998431677165,0.865752977176131,18677,6,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR001222","0",1.59408492335389
"111","Domain","SM00440","ZnF_C2C2",0.00480973876208962,0.0254633228581215,0.146998431677165,0.865752977176131,18677,6,15,1,"SMART","http://smart.embl-heidelberg.de/smart/do_annotation.pl?BLAST=DUMMY&DOMAIN=ZnF_C2C2","0",1.59408492335389
"112","Domain","PS00892","HIT_1",0.00480973876208962,0.0254633228581215,0.146998431677165,0.865752977176131,18677,6,15,1,"PROSITE","http://www.expasy.org/cgi-bin/nicedoc.pl?PS00892","0",1.59408492335389
"113","Domain","PS51133","ZF_TFIIS_2",0.00480973876208962,0.0254633228581215,0.146998431677165,0.865752977176131,18677,6,15,1,"PROSITE","http://www.expasy.org/cgi-bin/nicedoc.pl?PS51133","0",1.59408492335389
"114","Domain","PS00466","ZF_TFIIS_1",0.00480973876208962,0.0254633228581215,0.146998431677165,0.865752977176131,18677,6,15,1,"PROSITE","http://www.expasy.org/cgi-bin/nicedoc.pl?PS00466","0",1.59408492335389
"115","Domain","IPR006439","HAD-SF_hydro_IA",0.00480973876208962,0.0254633228581215,0.146998431677165,0.865752977176131,18677,6,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR006439","0",1.59408492335389
"116","Domain","PF01096","TFIIS_C",0.00480973876208962,0.0254633228581215,0.146998431677165,0.865752977176131,18677,6,15,1,"Pfam","http://pfam.sanger.ac.uk/family/PF01096","0",1.59408492335389
"117","Domain","SM00510","TFS2M",0.00560925962040635,0.0280462981020317,0.161909812726345,1,18677,7,15,1,"SMART","http://smart.embl-heidelberg.de/smart/do_annotation.pl?BLAST=DUMMY&DOMAIN=TFS2M","0",1.55212445419244
"118","Domain","PF07500","TFIIS_M",0.00560925962040635,0.0280462981020317,0.161909812726345,1,18677,7,15,1,"Pfam","http://pfam.sanger.ac.uk/family/PF07500","0",1.55212445419244
"119","Domain","IPR003618","TFIIS_cen_dom",0.00640818094038151,0.0288368142317168,0.166473421016067,1,18677,8,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR003618","0",1.54005272030518
"120","Domain","IPR000639","Epox_hydrolase-like",0.00640818094038151,0.0288368142317168,0.166473421016067,1,18677,8,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR000639","0",1.54005272030518
"121","Domain","1.10.472.30","-",0.00640818094038151,0.0288368142317168,0.166473421016067,1,18677,8,15,1,"Gene3D","http://www.cathdb.info/cgi-bin/GotoCath.pl?cath=1.10.472.30","0",1.54005272030518
"122","Domain","PS51321","TFIIS_CENTRAL",0.00640818094038151,0.0288368142317168,0.166473421016067,1,18677,8,15,1,"PROSITE","http://www.expasy.org/cgi-bin/nicedoc.pl?PS51321","0",1.54005272030518
"123","Domain","IPR011146","HIT-like",0.00720650315188655,0.0308850135080852,0.178297568361881,1,18677,9,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR011146","0",1.51025220438018
"124","Domain","3.30.428.10","-",0.00720650315188655,0.0308850135080852,0.178297568361881,1,18677,9,15,1,"Gene3D","http://www.cathdb.info/cgi-bin/GotoCath.pl?cath=3.30.428.10","0",1.51025220438018
"125","Domain","SM00509","TFS2N",0.00800422665900089,0.0327445636050036,0.189032653857015,1,18677,10,15,1,"SMART","http://smart.embl-heidelberg.de/smart/do_annotation.pl?BLAST=DUMMY&DOMAIN=TFS2N","0",1.48486079314789
"126","Domain","IPR003617","TFIIS/CRSP70_N_sub",0.00800422665900089,0.0327445636050036,0.189032653857015,1,18677,10,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR003617","0",1.48486079314789
"127","Domain","1.20.930.10","-",0.0103938091662792,0.0398060776580907,0.229798405320555,1,18677,13,15,1,"Gene3D","http://www.cathdb.info/cgi-bin/GotoCath.pl?cath=1.20.930.10","0",1.40005061406048
"128","Domain","PF08711","Med26",0.0103938091662792,0.0398060776580907,0.229798405320555,1,18677,13,15,1,"Pfam","http://pfam.sanger.ac.uk/family/PF08711","0",1.40005061406048
"129","Domain","PS51319","TFIIS_N",0.0103938091662792,0.0398060776580907,0.229798405320555,1,18677,13,15,1,"PROSITE","http://www.expasy.org/cgi-bin/nicedoc.pl?PS51319","0",1.40005061406048
"130","Domain","IPR017923","TFIIS_N",0.0111891420424341,0.0419592826591279,0.242228745225347,1,18677,14,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR017923","0",1.37717194516498
"131","Domain","IPR000355","Chemokine_rcpt",0.0127780183665851,0.0469396593058229,0.2709801992404,1,18677,16,15,1,"InterPro","http://www.ebi.ac.uk/interpro/IEntry?ac=IPR000355","0",1.32846006689205
"132","Pathway","M42564","WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_2",5.60759281539121e-05,0.0237201176091048,0.157164029687104,0.0237201176091048,13841,16,10,2,"WikiPathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_2.html","0",1.62488316198321
"133","Pathway","M46439","REACTOME_FORMATION_OF_PARAXIAL_MESODERM",0.000117908145913588,0.0249375728607239,0.165230607452921,0.0498751457214477,13841,23,10,2,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_FORMATION_OF_PARAXIAL_MESODERM.html","0",1.60314581807839
"134","Pathway","M46433","REACTOME_GASTRULATION",0.000564987207381231,0.0408020953016353,0.270345274966968,0.238989588722261,13841,50,10,2,"Reactome Pathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_GASTRULATION.html","0",1.38931753410196
"135","Pathway","M39721","WP_WNT_SIGNALING_PATHWAY",0.000587821222500107,0.0408020953016353,0.270345274966968,0.248648377117545,13841,51,10,2,"WikiPathways","https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_WNT_SIGNALING_PATHWAY.html","0",1.38931753410196
